Term,Ont,N,DE,P.DE
organelle lumen,CC,5740,841,5.743461632646096e-89
intracellular part,CC,15063,1542,5.2075247747949486e-86
intracellular,CC,15073,1542,1.1852668477399105e-85
nucleoplasm,CC,3512,782,1.4835756395236389e-161
nucleus,CC,7932,1230,8.195652709078967e-145
nuclear part,CC,5023,921,2.269614448933154e-137
nuclear lumen,CC,4594,858,2.1505539600932207e-129
intracellular organelle lumen,CC,5740,924,1.0894263404505675e-99
membrane-enclosed lumen,CC,5740,924,1.0894263404505675e-99
organelle lumen,CC,5740,924,1.0894263404505675e-99
intracellular membrane-bounded organelle,CC,11488,1446,1.2032371390328132e-99
chromosome,CC,1075,326,4.1590053979538025e-95
intracellular part,CC,15063,1686,2.3689993547702345e-93
nucleoplasm,CC,3512,458,7.24609174959183e-115
nuclear part,CC,5023,537,3.659207474967493e-104
nucleus,CC,7932,679,3.5178977486500027e-098
nuclear lumen,CC,4594,501,1.8465295971958838e-97
chromosome,CC,1075,213,6.525077432967632e-79
intracellular organelle lumen,CC,5740,534,2.808003299826257e-78
membrane-enclosed lumen,CC,5740,534,2.808003299826257e-78
organelle lumen,CC,5740,534,2.808003299826257e-78
chromosomal part,CC,951,186,2.5776051783562215e-67
intracellular membrane-bounded organelle,CC,11488,776,3.379744920700908e-66
intracellular organelle,CC,13294,833,6.508108258820502e-61
nucleoplasm,CC,3512,453,2.885363425656005e-113
nuclear part,CC,5023,531,1.473404422959523e-102
nucleus,CC,7932,672,7.15416856685823e-97
nuclear lumen,CC,4594,495,1.0106997568788338e-95
intracellular organelle lumen,CC,5740,528,5.304142780140996e-77
membrane-enclosed lumen,CC,5740,528,5.304142780140996e-77
organelle lumen,CC,5740,528,5.304142780140996e-77
chromosome,CC,1075,209,1.5247425778120194e-76
intracellular membrane-bounded organelle,CC,11488,769,9.052863105314436e-66
chromosomal part,CC,951,183,1.1095409239972893e-65
intracellular organelle,CC,13294,826,6.886360321024674e-61
nucleoplasm,CC,3512,459,2.693617323415651e-114
nuclear part,CC,5023,540,1.3624650878077266e-104
nucleus,CC,7932,686,1.5533323613178154e-100
nuclear lumen,CC,4594,503,2.281510401077828e-97
chromosome,CC,1075,212,1.4184210877031783e-77
intracellular organelle lumen,CC,5740,535,1.7555064512145844e-77
membrane-enclosed lumen,CC,5740,535,1.7555064512145844e-77
organelle lumen,CC,5740,535,1.7555064512145844e-77
intracellular membrane-bounded organelle,CC,11488,780,4.1918677571636357e-66
chromosomal part,CC,951,185,4.4475963428459e-66
intracellular organelle,CC,13294,838,3.898783742563788e-61
intermediate filament,CC,214,8,3.7635641214142244e-7
intermediate filament cytoskeleton,CC,251,8,1.2541205057980047e-6
integrator complex,CC,28,4,1.7837517241277643e-6
intermediate filament,CC,214,21,1.2619222300044908e-18
intermediate filament cytoskeleton,CC,251,21,3.411674397496404e-17
nucleoplasm,CC,3512,716,1.9110390526393616e-104
intracellular membrane-bounded organelle,CC,11488,1516,3.664752551432193e-91
intracellular,CC,15073,1791,3.5139478820903894e-90
intracellular part,CC,15063,1790,5.440858993231506e-90
intracellular organelle,CC,13294,1655,4.5579172840717735e-87
nucleus,CC,7932,1171,3.8722664962696455e-85
nuclear part,CC,5023,844,4.217386113228946e-79
organelle,CC,14144,1700,3.388513448341377e-77
membrane-bounded organelle,CC,13019,1612,3.888683366486157e-77
nuclear lumen,CC,4594,788,1.5678209214278585e-76
intracellular organelle part,CC,9811,1305,1.2566059635441124e-66
intracellular organelle lumen,CC,5740,890,9.462378730066812e-66
membrane-enclosed lumen,CC,5740,890,9.462378730066812e-66
organelle lumen,CC,5740,890,9.462378730066812e-66
nucleus,CC,7932,1126,2.6185045139372305e-115
nucleoplasm,CC,3512,633,5.548268885922295e-91
intrinsic component of plasma membrane,CC,1713,35,3.390794428122737e-14
integral component of plasma membrane,CC,1634,33,3.3046452748451e-13
plasma membrane part,CC,2985,38,3.358808031827933e-9
plasma membrane,CC,5637,50,6.700069689353285e-7
intrinsic component of membrane,CC,5495,49,8.254919812418771e-7
integral component of membrane,CC,5330,48,8.825536234735171e-7
cell periphery,CC,5756,50,1.31946895560501e-6
nucleoplasm,CC,3512,1234,3.3118258101506814e-158
intracellular part,CC,15063,3328,7.014384037965166e-151
intracellular,CC,15073,3329,1.1071296794998513e-150
intracellular organelle,CC,13294,3064,1.9580836701240977e-146
nucleus,CC,7932,2136,6.528086949232431e-144
intracellular membrane-bounded organelle,CC,11488,2768,7.847128939370502e-143
organelle,CC,14144,3156,1.0818305796464504e-129
membrane-bounded organelle,CC,13019,2976,5.371375236969771e-126
nuclear part,CC,5023,1462,8.606461123286512e-110
nuclear lumen,CC,4594,1369,1.9574037360350439e-109
intracellular organelle part,CC,9811,2376,1.0533261309317154e-103
organelle part,CC,10112,2402,2.539214716522092e-94
intracellular organelle lumen,CC,5740,1563,2.1829103245998384e-92
membrane-enclosed lumen,CC,5740,1563,2.1829103245998384e-92
intracellular part,CC,15063,794,2.0336865535775293e-37
intracellular,CC,15073,794,2.9921330101048954e-37
nucleoplasm,CC,3512,301,2.2756404313324614e-36
nucleus,CC,7932,511,6.987826617872851e-33
intracellular organelle,CC,13294,719,5.441320636170542e-30
intracellular membrane-bounded organelle,CC,11488,647,2.092048398539606e-28
organelle,CC,14144,737,3.547103053147399e-25
nucleoplasm part,CC,1126,128,1.152483920430604e-24
nuclear lumen,CC,4594,326,4.477948786154216e-24
neuron part,CC,1729,265,1.2094088868347395e-31
synapse,CC,1171,193,9.51650935272619e-27
cell periphery,CC,5756,612,7.718001238501787e-26
plasma membrane,CC,5637,601,1.5366213402571917e-25
cell projection,CC,2178,287,2.6652718085177604e-23
neuron projection,CC,1312,199,5.32236806997654e-23
membrane,CC,9495,891,1.2888411898720806e-22
cytoplasm,CC,11625,1045,2.0968191150690866e-22
membrane part,CC,6939,693,2.688594082538169e-22
plasma membrane part,CC,2985,358,6.189282180266294e-22
plasma membrane bounded cell projection,CC,2103,275,8.801633917478297e-22
synapse part,CC,938,155,1.2489305780446328e-21
neuron part,CC,1729,60,7.852677919975463e-17
postsynapse,CC,613,31,5.763107572488991e-13
synapse part,CC,938,38,1.0366658394068966e-12
synapse,CC,1171,42,3.027023959750223e-12
asymmetric synapse,CC,328,22,7.57394815723234e-12
somatodendritic compartment,CC,843,34,2.1384963439418966e-11
neuron to neuron synapse,CC,350,22,2.6977067392122255e-11
postsynaptic density,CC,324,21,4.4109488120328146e-11
postsynaptic specialization,CC,348,21,1.6578018964188538e-10
intracellular part,CC,15063,2414,1.018236960791556e-52
intracellular,CC,15073,2415,1.1582480517621547e-52
organelle,CC,14144,2293,4.478193000104571e-49
membrane-bounded organelle,CC,13019,2147,2.558772015531163e-47
intracellular organelle,CC,13294,2172,1.3011847490772145e-44
intracellular membrane-bounded organelle,CC,11488,1935,7.873999324042857e-44
cell,CC,17590,2653,8.339502244098805e-38
cell part,CC,17521,2642,2.1061017851286678e-36
nuclear part,CC,5023,31,2.240816238396378e-9
nucleoplasm,CC,3512,26,3.318156818289687e-9
transferase complex,CC,779,12,1.2875074980090343e-7
nucleoplasm part,CC,1126,14,1.3115879158839268e-7
nucleus,CC,7932,36,1.3792007799651647e-7
nuclear lumen,CC,4594,27,2.1629095267903624e-7
intracellular organelle,CC,13294,45,4.977408153986637e-7
intracellular organelle part,CC,9811,39,6.844938913243185e-7
intracellular membrane-bounded organelle,CC,11488,42,8.009132937200976e-7
organelle part,CC,10112,39,1.7960028755923346e-6
ubiquitin ligase complex,CC,282,7,3.411889368869456e-6
organelle,CC,14144,45,6.428765993647958e-6
protein-containing complex,CC,6151,29,6.7488945483339665e-6
catalytic complex,CC,1370,13,8.321115077982713e-6
intracellular part,CC,15063,46,9.286669696745966e-6
intracellular,CC,15073,46,9.558671466147765e-6
nucleus,CC,7932,591,1.0361874169028595e-36
intracellular part,CC,15063,888,3.380278766746512e-26
intracellular,CC,15073,888,4.83019426279977e-26
intracellular membrane-bounded organelle,CC,11488,733,5.0514404311380825e-26
intracellular part,CC,15063,1667,1.4449194731017367e-42
intracellular,CC,15073,1667,2.7728244232450705e-42
intracellular organelle,CC,13294,1505,1.467397731788714e-36
organelle,CC,14144,1573,1.1250077719268807e-35
nucleoplasm,CC,3512,533,4.5191898071702666e-33
membrane-bounded organelle,CC,13019,1462,4.216491364241501e-31
intracellular organelle part,CC,9811,1167,7.876242912824407e-30
intracellular membrane-bounded organelle,CC,11488,1318,6.151112811879047e-29
organelle part,CC,10112,1191,7.866241924117447e-29
cell part,CC,17521,1806,2.1103590331206037e-26
cell,CC,17590,1810,4.6525169437257904e-26
nucleus,CC,7932,963,1.2454998119766088e-24
intracellular organelle lumen,CC,5740,741,1.892242303888729e-24
membrane-enclosed lumen,CC,5740,741,1.892242303888729e-24
organelle lumen,CC,5740,741,1.892242303888729e-24
intracellular part,CC,15063,2740,3.476881873379972e-128
intracellular,CC,15073,2740,1.4426873865786666e-127
intracellular organelle,CC,13294,2505,2.4847941277021827e-114
nucleoplasm,CC,3512,983,5.689805684071437e-111
intracellular membrane-bounded organelle,CC,11488,2244,5.960139776244263e-104
organelle,CC,14144,2578,3.820347605888524e-100
intracellular organelle part,CC,9811,1984,2.401541534993998e-95
membrane-bounded organelle,CC,13019,2412,6.058531102463245e-90
organelle part,CC,10112,2011,2.1361033895907e-89
nucleus,CC,7932,1666,1.9143166925332443e-83
nuclear part,CC,5023,1167,9.505454378899081e-76
nuclear lumen,CC,4594,1091,2.949989653983108e-75
cytosol,CC,5085,1170,3.609680928080366e-73
cytoplasm,CC,11625,2162,2.814449178122021e-68
intracellular organelle lumen,CC,5740,1265,4.3193384757472405e-68
membrane-enclosed lumen,CC,5740,1265,4.3193384757472405e-68
nucleoplasm,CC,3512,409,2.994668147995024e-67
intracellular part,CC,15063,971,2.5189757175449266e-58
intracellular,CC,15073,971,4.244760601917984e-58
intracellular organelle,CC,13294,904,3.7262807976181584e-57
intracellular membrane-bounded organelle,CC,11488,824,3.596377757717474e-55
intracellular organelle part,CC,9811,742,1.9479512459054327e-53
nuclear lumen,CC,4594,448,2.6632833269764813e-51
nuclear part,CC,5023,474,6.018223189371025e-51
membrane-bounded organelle,CC,13019,879,6.161622375969392e-50
organelle,CC,14144,923,1.81550878025005e-49
organelle part,CC,10112,747,2.8336043589389824e-49
nucleus,CC,7932,633,6.758147853892492e-48
intracellular organelle lumen,CC,5740,501,3.002092797168963e-44
membrane-enclosed lumen,CC,5740,501,3.002092797168963e-44
organelle lumen,CC,5740,501,3.002092797168963e-44
protein-containing complex,CC,6151,521,1.0522249190184148e-42
catalytic complex,CC,1370,187,1.3598919864130015e-36
intracellular membrane-bounded organelle,CC,11488,2133,2.732764283979304e-135
intracellular part,CC,15063,2506,8.14783710849956e-127
intracellular,CC,15073,2506,3.0813757648340364e-126
intracellular organelle,CC,13294,2310,3.791307743928809e-120
nucleus,CC,7932,1605,1.41079281675592e-108
membrane-bounded organelle,CC,13019,2228,8.981096926901551e-97
organelle,CC,14144,2351,2.5083487334976424e-95
nucleoplasm,CC,3512,882,1.1536488858799573e-94
intracellular organelle part,CC,9811,1797,2.366668718886254e-84
intracellular organelle lumen,CC,5740,1216,8.763814418541578e-84
membrane-enclosed lumen,CC,5740,1216,8.763814418541578e-84
organelle lumen,CC,5740,1216,8.763814418541578e-84
nuclear part,CC,5023,1103,2.7415732563896657e-83
intermediate filament,CC,214,56,5.184173236768525e-37
cyclin A1-CDK2 complex,CC,2,1,0.0012686638722736454
cyclin A2-CDK2 complex,CC,3,1,0.001902438516892424
transcription factor TFIIA complex,CC,5,1,0.003168874220426776
transcription factor TFIIIB complex,CC,6,1,0.0038015356779834697
endoplasmic reticulum,CC,1911,7,0.0015802560072965342
intermediate filament,CC,214,20,5.62595664227166e-16
intermediate filament cytoskeleton,CC,251,20,1.2237122766527689e-14
intermediate filament,CC,214,64,4.0820679679801216e-41
presynaptic membrane,CC,161,1,0.015655145317722163
postsynaptic membrane,CC,323,1,0.03128286398016156
synaptic membrane,CC,432,1,0.0417274355770455
presynapse,CC,491,1,0.0473573045350032
receptor complex,CC,505,1,0.04869077078945727
postsynapse,CC,613,1,0.05894611943037076
plasma membrane,CC,5637,2,0.07569044984612966
cell periphery,CC,5756,2,0.07892020057404618
nucleus,CC,7932,405,1.4071378955265897e-27
neuron part,CC,1729,351,1.2682135435772238e-73
synapse part,CC,938,236,2.818047904695768e-66
synapse,CC,1171,266,5.1305793622633215e-65
neuron projection,CC,1312,277,1.1793022502993712e-60
axon,CC,606,175,3.691253423264105e-58
plasma membrane bounded cell projection,CC,2103,334,1.2384058818574724e-43
cell projection,CC,2178,341,3.053880755484256e-43
synaptic membrane,CC,432,126,2.5460440534585565e-42
somatodendritic compartment,CC,843,185,2.5632117903924667e-42
presynapse,CC,491,134,1.9420528024733464e-41
axon part,CC,382,115,3.756310119267043e-40
postsynapse,CC,613,149,1.7065142687898444e-39
cell periphery,CC,5756,648,2.9698760707132165e-35
nucleoplasm,CC,3512,250,5.394723082768562e-66
nuclear lumen,CC,4594,272,3.279825489956512e-56
nucleus,CC,7932,364,6.579204382947602e-56
nuclear part,CC,5023,283,9.973432333379397e-55
intracellular organelle lumen,CC,5740,284,7.269539164435357e-43
membrane-enclosed lumen,CC,5740,284,7.269539164435357e-43
organelle lumen,CC,5740,284,7.269539164435357e-43
intracellular membrane-bounded organelle,CC,11488,418,4.745288101357791e-41
intracellular organelle,CC,13294,450,2.1845473080166394e-40
intracellular part,CC,15063,474,8.799454887207976e-38
intracellular,CC,15073,474,1.1592145102053528e-37
nucleoplasm part,CC,1126,107,3.2779936976472896e-35
organelle,CC,14144,456,1.1436493988775955e-34
intracellular organelle part,CC,9811,369,1.7475952436088815e-33
checkpoint clamp complex,CC,5,2,4.086564500937822e-5
organelle subcompartment,CC,1711,12,1.1453500287553088e-4
endomembrane system,CC,4441,20,1.7059125611686987e-4
bounding membrane of organelle,CC,2081,13,1.7780554933791672e-4
integral component of endoplasmic reticulum membrane,CC,150,4,2.488374550117058e-4
endoplasmic reticulum membrane,CC,1077,9,2.7446950451685094e-4
endoplasmic reticulum subcompartment,CC,1081,9,2.821253678672747e-4
intrinsic component of endoplasmic reticulum membrane,CC,158,4,3.0334040887152077e-4
nuclear outer membrane-endoplasmic reticulum membrane network,CC,1099,9,3.188186302603055e-4
organelle membrane,CC,2903,14,0.0013538091400948022
endoplasmic reticulum part,CC,1361,9,0.0014838898143097678
cytoplasm,CC,11625,70,8.39788911095642e-9
cytoplasmic part,CC,9735,60,1.0068300417816317e-6
intracellular part,CC,15063,73,1.8809488399642438e-4
intracellular,CC,15073,73,1.947418959321126e-4
kinetochore,CC,135,5,1.9777896468858405e-4
cytosol,CC,5085,35,2.2014677451398577e-4
membrane-bounded organelle,CC,13019,2385,5.232321248402609e-41
neuron part,CC,1729,13,9.655255688203554e-5
intermediate filament,CC,214,30,2.15262871075935e-16
intermediate filament cytoskeleton,CC,251,31,2.514826029982849e-15
microtubule associated complex,CC,152,6,4.6500698895814105e-5
intracellular part,CC,15063,78,1.741193485235508e-4
central region of growth cone,CC,5,2,1.7677952834926935e-4
intracellular,CC,15073,78,1.8055437579427526e-4
intracellular organelle,CC,13294,72,1.830480878756261e-4
membrane-bounded organelle,CC,13019,70,4.685886554591579e-4
intracellular part,CC,15063,193,2.476102253950593e-9
intracellular,CC,15073,193,2.707441778484866e-9
membrane-bounded organelle,CC,13019,173,4.438183364490342e-8
organelle,CC,14144,182,9.478347402620242e-8
intracellular membrane-bounded organelle,CC,11488,157,1.8492389059706867e-7
intracellular organelle,CC,13294,173,3.629694295720917e-7
cytosol,CC,5085,84,2.4933891468305077e-6
cytoplasmic part,CC,9735,134,8.081383776587494e-6
cytoplasm,CC,11625,153,8.3439922046393e-6
cell part,CC,17521,202,7.932610201379919e-5
cytoplasm,CC,11625,125,1.0536193238772025e-5
cytoplasmic part,CC,9735,109,1.9213722884091122e-5
intracellular part,CC,15063,149,2.291801905450164e-5
intracellular,CC,15073,149,2.4299098379362584e-5
intracellular organelle,CC,13294,136,3.419948629768307e-5
organelle membrane,CC,2903,44,5.210528228228888e-5
cytosol,CC,5085,66,5.4457950475954856e-5
membrane-bounded organelle,CC,13019,131,2.5842363165935945e-4
organelle,CC,14144,139,3.335656014946749e-4
intracellular organelle part,CC,9811,105,3.3839947442694036e-4
intracellular membrane-bounded organelle,CC,11488,118,4.920944181813585e-4
intracellular membrane-bounded organelle,CC,11488,268,3.554415006076086e-12
membrane-bounded organelle,CC,13019,288,1.1006223445412725e-10
intracellular part,CC,15063,318,1.419348653001886e-10
intracellular,CC,15073,318,1.6129155196393863e-10
nucleus,CC,7932,200,2.586040441648544e-10
intracellular organelle,CC,13294,288,2.792140455609065e-9
catalytic complex,CC,1370,56,4.640132559584754e-9
nucleoplasm,CC,3512,107,4.686762284927337e-9
ubiquitin ligase complex,CC,282,22,8.014622281244224e-9
organelle,CC,14144,298,2.639512309420425e-8
neuron part,CC,1729,226,3.6130916826375264e-26
neuron projection,CC,1312,177,6.924317574746459e-22
synapse,CC,1171,159,5.960645590727029e-20
axon,CC,606,102,1.849724895514057e-19
intracellular,CC,15073,1553,2.189850077360988e-68
intracellular part,CC,15063,1552,3.5049220545861644e-68
intracellular organelle,CC,13294,1429,3.434484896976211e-65
intracellular membrane-bounded organelle,CC,11488,1289,4.489761794724963e-62
organelle,CC,14144,1475,1.1247220775807227e-59
nucleoplasm,CC,3512,557,3.0472602790129217e-58
membrane-bounded organelle,CC,13019,1393,3.3628705693843675e-58
intracellular organelle part,CC,9811,1137,3.2967003861491005e-55
organelle part,CC,10112,1151,1.5658683738385185e-51
catalytic complex,CC,1370,284,2.850444152067356e-49
nucleus,CC,7932,938,1.158741148539993e-42
nuclear lumen,CC,4594,621,6.780780198829292e-41
nuclear part,CC,5023,663,7.741052737204426e-41
intracellular organelle lumen,CC,5740,723,3.588213957411985e-38
membrane-enclosed lumen,CC,5740,723,3.588213957411985e-38
organelle lumen,CC,5740,723,3.588213957411985e-38
cytosol,CC,5085,63,2.5460934491234834e-11
intracellular part,CC,15063,112,1.336149107747773e-9
intracellular,CC,15073,112,1.424365359122345e-9
cytoplasm,CC,11625,97,3.6745157585392726e-9
organelle,CC,14144,107,1.7261753916886914e-8
cytoplasmic part,CC,9735,86,1.7720800575866052e-8
intracellular organelle,CC,13294,102,1.1133411241884278e-7
intracellular organelle part,CC,9811,83,6.092428126725262e-7
organelle part,CC,10112,84,1.132680916074436e-6
cytoplasmic vesicle,CC,2314,32,1.645908528136267e-6
intracellular vesicle,CC,2317,32,1.6929779994033612e-6
microtubule cytoskeleton,CC,1192,21,4.093833928443143e-6
membrane-bounded organelle,CC,13019,370,2.1211807883501404e-22
intracellular part,CC,15063,402,4.756100305517917e-22
intracellular,CC,15073,402,5.825034999598779e-22
intracellular membrane-bounded organelle,CC,11488,339,7.635359727927544e-21
organelle,CC,14144,384,5.398854003982485e-20
nucleoplasm,CC,3512,153,1.163737325503937e-19
intracellular organelle,CC,13294,369,1.215010225630711e-19
catalytic complex,CC,1370,83,3.774638071566838e-18
cytoplasm,CC,11625,334,1.0780083344688199e-17
nucleoplasm part,CC,1126,71,1.9288419843780063e-16
intracellular organelle part,CC,9811,293,6.322784855598538e-16
protein-containing complex,CC,6151,211,8.375288639518783e-16
organelle part,CC,10112,298,1.680808696921499e-15
transferase complex,CC,779,55,6.87016587058181e-15
transferase complex,CC,779,24,2.7284869778707588e-8
membrane-bounded organelle,CC,13019,139,7.169263087678689e-8
catalytic complex,CC,1370,32,7.555107671026125e-8
organelle,CC,14144,146,1.201278727362009e-7
intracellular part,CC,15063,151,2.8596272664215e-7
nucleoplasm,CC,3512,56,3.009438702845533e-7
intracellular,CC,15073,151,3.0626287951015524e-7
multimeric ribonuclease P complex,CC,10,2,1.9156480081417094e-4
ribonuclease P complex,CC,14,2,3.853258147703253e-4
intrinsic component of external side of plasma membrane,CC,24,2,0.0011532140257345226
transport vesicle,CC,392,5,0.001323376255057017
endoribonuclease complex,CC,31,2,0.0019249002213624561
endonuclease complex,CC,32,2,0.002050497835954117
autophagosome lumen,CC,1,1,0.0020987895353377084
integrin alpha11-beta1 complex,CC,2,1,0.0020489798513575463
nucleus,CC,7932,672,1.6728764571294656e-23
intracellular part,CC,15063,1083,1.8904390036768069e-19
intracellular,CC,15073,1083,2.6870109534318453e-19
integral component of membrane,CC,5330,348,3.4555448433823523e-38
neuron projection,CC,1312,31,1.1049530775200841e-12
neuron part,CC,1729,34,1.1297633453108478e-11
synaptic membrane,CC,432,17,1.5085873998735583e-10
endoplasmic reticulum chaperone complex,CC,11,1,0.002146026644042287
endocytic vesicle lumen,CC,20,1,0.003899295933718183
cytoplasmic part,CC,9735,178,8.159876116937655e-9
cytoplasm,CC,11625,201,1.929545764238461e-8
intracellular part,CC,15063,235,2.28373031054896e-6
cytosol,CC,5085,103,2.397636774827296e-6
intracellular,CC,15073,235,2.482331196556809e-6
mitochondrion,CC,1573,42,1.5588507033045328e-5
mitochondrial matrix,CC,469,19,2.2058221271870013e-5
nucleoplasm,CC,3512,394,2.363447859505e-54
nuclear part,CC,5023,482,2.192783727254599e-48
nuclear lumen,CC,4594,447,2.306809169525211e-45
nucleus,CC,7932,645,1.351532420919463e-44
intracellular,CC,15073,981,3.1237242537926786e-43
intracellular part,CC,15063,980,6.545222893161072e-43
intracellular organelle lumen,CC,5740,506,2.812423257889912e-40
membrane-enclosed lumen,CC,5740,506,2.812423257889912e-40
organelle lumen,CC,5740,506,2.812423257889912e-40
intracellular membrane-bounded organelle,CC,11488,812,3.6191623060897196e-38
intracellular organelle part,CC,9811,724,1.0727469491433837e-36
intracellular organelle,CC,13294,888,5.221598103223036e-35
intracellular,CC,15073,1982,1.6241540366258945e-46
intracellular part,CC,15063,1981,1.7072442441252954e-46
organelle part,CC,10112,1459,2.196923938583589e-43
intracellular organelle part,CC,9811,1419,1.0270242544160656e-41
cytoplasmic part,CC,9735,1405,2.6514009546845416e-40
nucleoplasm,CC,3512,622,1.9277807980388842e-35
cytoplasm,CC,11625,1592,6.129576675519255e-35
intracellular organelle,CC,13294,1764,7.052702308363064e-34
organelle,CC,14144,1850,1.0433651400541777e-33
intracellular membrane-bounded organelle,CC,11488,1572,1.126028350512627e-33
cytosol,CC,5085,807,4.581613493429317e-30
catalytic complex,CC,1370,294,5.331429617679345e-29
membrane-bounded organelle,CC,13019,1715,7.12018069877034e-29
intracellular organelle lumen,CC,5740,878,1.5187876635184512e-27
membrane-enclosed lumen,CC,5740,878,1.5187876635184512e-27
organelle lumen,CC,5740,878,1.5187876635184512e-27
intermediate filament,CC,214,23,8.505095271442496e-21
intermediate filament cytoskeleton,CC,251,23,3.2424816039853208e-19
intermediate filament,CC,214,37,8.408199664137378e-32
